번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
52,병원,01_01_01_P,3930000,PHMA220253930154021200001,2025-05-21,,01,영업/정상,13,영업중,,,,,031-497-3232,2491,,,"경기도 안산시 단원구 엠티브이18로 30, 3, 4층 (성곡동)",15656,서이한방병원,2025-09-25 18:39:36,U,2025-09-27 02:40:00,한방병원,,,한방병원,15,19,55,2491,101 104 105 106 113 114 120 122 301 302 303 304 305 306 307 308,"내과, 외과, 정형외과, 신경외과, 이비인후과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
53,병원,01_01_01_P,3530000,PHMA220253530019021200002,2025-05-20,,01,영업/정상,13,영업중,,,,,032-554-7582,2084.77,,인천광역시 남동구 간석동 240-5,인천광역시 남동구 백범로 403 (간석동),21507,간석한방병원,2025-07-11 14:09:42,U,2025-07-13 02:40:00,한방병원,173958.046897043    ,440586.007568771    ,한방병원,14,19,50,2084.77,308 307 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
54,병원,01_01_01_P,3620000,PHMA220253620020021200002,2025-05-15,,01,영업/정상,13,영업중,,,,,062-575-3600,1599.2,,,"광주광역시 북구 설죽로 335, BYC빌딩 2,3,4층 (매곡동)",61062,세종한방병원,2025-05-23 10:29:51,U,2025-05-25 02:40:00,한방병원,190689.352337248    ,187817.248525665    ,한방병원,8,20,52,1599.2,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
55,병원,01_01_01_P,4520000,PHMA220254520031021200001,2025-05-15,,01,영업/정상,13,영업중,,,,,041-541-7581,1332,,,"충청남도 아산시 탕정면 한들물빛6로 14, 5,6,7층",31465,본한방병원,2025-06-02 15:47:55,U,2025-06-04 02:40:00,한방병원,207480.363123664    ,365115.779518934    ,한방병원,8,14,35,1332,308 307 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
56,병원,01_01_01_P,6300000,202563000002000002,2025-05-08,,01,영업/정상,1,정상,,,,,0423231100,2985.56,, ,"대전광역시 동구 산내로 267-1,  1동 (하소동,백년요양병원)층 (하소동)",,백년요양병원,2025-10-04 16:23:21,U,2025-10-06 02:40:00,요양병원(일반요양병원),,,의사,7,32,92,2985.56,,,,,,0,0,,,0,,시도
57,병원,01_01_01_P,3640000,PHMA220253640023021200002,2025-05-08,,01,영업/정상,13,영업중,,,,,042-323-1100,2985.56,,,"대전광역시 동구 산내로 267-1, 1동 (하소동,백년요양병원)",34712,백년요양병원,2025-06-13 13:31:08,U,2025-06-16 02:40:00,요양병원(일반요양병원),,,요양병원(일반요양병원),6,31,87,2985.56,308 307 306 304 302 301 122 120 115 114 113 109 102 101,"내과, 신경과, 마취통증의학과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방안·이비인후·피부과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시도
58,병원,01_01_01_P,3860000,PHMA220253860578021200001,2025-05-07,,01,영업/정상,13,영업중,,,,,032-719-7588,1407.63,,,"경기도 부천시 오정구 소사로 694, 성진프라자 3층~5층,603호 (원종동)",14473,부천세안한방병원,2025-07-08 09:47:19,U,2025-07-10 02:40:00,한방병원,182705.229448525    ,446210.577255832    ,한방병원,15,16,49,1407.63,105 301 302 303 304 305 306 307 308,"정형외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
59,병원,01_01_01_P,3250000,PHMA220253250021021200001,2025-05-07,,01,영업/정상,13,영업중,,,,,051-461-0001,3847.39,,부산광역시 중구 중앙동6가 12 다원중앙타워,"부산광역시 중구 중앙대로 26, 5~7층 (중앙동6가)",48942,예성한방병원,2025-08-26 20:39:07,U,2025-08-28 02:40:00,한방병원,385666.280865059    ,179774.158396281    ,한방병원,13,34,60,3847.39,308 307 304 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방안·이비인후·피부과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
60,병원,01_01_01_P,3700000,PHMA220253700018021200003,2025-04-29,,01,영업/정상,13,영업중,,,,,1544-5525,7774.44,,울산광역시 남구 무거동 464-1 울산연세병원,"울산광역시 남구 대학로 152, 2~8층, 9층일부, 10층 울산연세병원 (무거동)",44611,울산연세병원,2025-09-25 09:06:32,U,2025-09-27 02:40:00,병원,405130.444174607    ,229935.419654409    ,병원,99,66,218,7774.44,122 120 116 109 106 105 102 101,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
61,병원,01_01_01_P,3220000,PHMA220253220033021200001,2025-04-29,,01,영업/정상,13,영업중,,,,,02-6204-1004,378.02,,서울특별시 강남구 논현동 5-4,"서울특별시 강남구 도산대로 138, 13층 (논현동)",06039,리페이스치과병원,2025-04-29 17:56:11,I,2025-05-01 00:20:22,치과병원,202030.39113325     ,446137.667598512    ,치과병원,2,3,5,378.02,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,시군구
62,병원,01_01_01_P,5670000,PHMA220255670554021200001,2025-04-29,,01,영업/정상,13,영업중,,,,,055-293-1004,7634.79,,경상남도 창원시 의창구 대산면 제동리 190-1,"경상남도 창원시 의창구 대산면 제동길 59-12, 안정요양병원",51123,의료법인 풍성의료재단 안정요양병원,2025-04-29 11:43:22,I,2025-05-01 00:20:22,요양병원(일반요양병원),355810.050494151    ,205400.794149507    ,요양병원(일반요양병원),20,45,237,7634.79,308 301 106,"신경외과, 한방내과, 침구과",,,,0,0,,,0,,시군구
63,병원,01_01_01_P,3420000,PHMA220253420023021200002,2025-04-25,,01,영업/정상,13,영업중,,,,,1644-7889,1785.36,,대구광역시 동구 신천동 66-4,"대구광역시 동구 동대구로 525, 7~10층 (신천동)",41228,대구더하다한방병원,2025-10-16 14:13:48,U,2025-10-18 02:40:00,한방병원,346771.956981982    ,265329.038463623    ,한방병원,17,21,53,1785.36,308 307 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
64,병원,01_01_01_P,6300000,202563000002000001,2025-04-25,,01,영업/정상,1,정상,,,,,0427218844,1430.08,,대전광역시 동구 가양동  725번지 0호 힐스테이트가양더와이즈 0호,"대전광역시 동구 동서대로 1722-0, 힐스테이트가양더와이즈층 201,313호 (가양동,힐스테이트가양더와이즈)",,이안병원,2025-10-04 16:29:08,U,2025-10-06 02:40:00,병원,,,의사,17,30,47,1430.08,,,,,,0,0,,,0,,시도
65,병원,01_01_01_P,3640000,PHMA220253640023021200001,2025-04-24,,01,영업/정상,13,영업중,,,,,042-721-8844,1430.08,,,"대전광역시 동구 동서대로 1722-0, 201,313호 (가양동,힐스테이트가양더와이즈)",34573,이안병원,2025-05-16 15:41:29,U,2025-05-18 02:40:00,병원,,,병원,12,30,47,1430.08,111 101,"내과, 소아청소년과",,,,0,0,,,0,,시도
66,병원,01_01_01_P,5350000,PHMA220255350356021200002,2025-04-24,,01,영업/정상,13,영업중,,,,,055-343-5000,4991.79,,경상남도 김해시 진영읍 신용리 325-6 제암요양병원,"경상남도 김해시 진영읍 진영로 378, 김해무드병원",50869,의료법인 건생당의료재단 김해무드병원,2025-08-01 17:11:29,U,2025-08-03 02:40:00,병원,359453.989436649    ,201449.258981393    ,병원,16,19,66,4991.79,302 301 122 106 105 103 102 101,"내과, 신경과, 정신건강의학과, 정형외과, 신경외과, 가정의학과, 한방내과, 한방부인과",,,,0,0,,,0,,시군구
67,병원,01_01_01_P,3460000,PHMA220253460023021200001,2025-04-23,,01,영업/정상,13,영업중,,,,,053-781-7007,2009.1,,대구광역시 수성구 범물동 1275-11,"대구광역시 수성구 지범로 201, 5,6,7,8,9층 (범물동)",42198,하상한방병원,2025-10-01 17:56:08,U,2025-10-05 02:40:00,한방병원,348261.945033763    ,259082.418889939    ,한방병원,8,41,52,2009.1,308 306 305 304 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
68,병원,01_01_01_P,3530000,PHMA220253530019021200001,2025-04-21,,01,영업/정상,13,영업중,,,,,032-721-6335,1134.1,,인천광역시 남동구 만수동 889,"인천광역시 남동구 구월로 311, 2층 (만수동)",21543,일등병원,2025-08-25 13:22:46,U,2025-08-27 02:40:00,병원,175652.596588598    ,439334.462750803    ,병원,16,9,30,1134.1,116 105 101,"내과, 정형외과, 영상의학과",,,,0,0,,,0,,시군구
69,병원,01_01_01_P,3330000,PHMA220253330024021200001,2025-04-18,,01,영업/정상,13,영업중,,,,,051-784-8276,1793.58,,부산광역시 해운대구 재송동 1033-8,부산광역시 해운대구 재반로 169 (재송동),48051,센텀상쾌한병원,2025-10-17 11:38:16,U,2025-10-19 02:40:00,병원,393828.107409721    ,190277.940988107    ,병원,21,12,37,1793.58,122 119 116 115 114 111 102 101,"내과, 신경과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과",,,,0,0,,,0,,시군구
70,병원,01_01_01_P,4641000,PHMA220254641062021200001,2025-04-16,,01,영업/정상,13,영업중,,,,,063255-8585,2653.32,,,전북특별자치도 전주시 덕진구 가리내로 23-0 (금암동),54934,으뜸병원,2025-08-04 10:15:51,U,2025-08-06 02:40:00,병원,211973.317223586    ,259325.69614414     ,병원,15,24,60,2653.32,122 101,"내과, 가정의학과",,,,0,0,,,0,,시도
71,병원,01_01_01_P,6540000,202565400002000002,2025-04-16,,01,영업/정상,1,정상,,,,,0634651075,2087.56,, ,"전북특별자치도 군산시 계산로 55-0, 307호,308호,4층층 (지곡동)",,에이엠(AM)한방병원,2025-10-20 15:33:44,U,2025-10-23 02:40:00,한방병원,,,한의사,5,26,71,2087.56,,,,,,0,0,,,0,,시도
72,병원,01_01_01_P,6540000,202565400002000001,2025-04-16,,01,영업/정상,1,정상,,,,,0632558585,2653.32,, ,"전북특별자치도 전주시 덕진구 가리내로 23-0,  (금암동)층 (금암동)",,으뜸병원,2025-07-31 09:31:57,U,2025-08-02 02:40:00,병원,211973.317223586    ,259325.69614414     ,의사,16,25,75,2653.32,,,,,,0,0,,,0,,시도
73,병원,01_01_01_P,5080000,PHMA220255080035021200001,2025-04-15,,01,영업/정상,13,영업중,,,,,054463-7575,2928.96,,,"경상북도 구미시 1공단로7길 86-15, 2,4,5층 (공단동)",39367,든든한방병원,2025-06-13 16:18:54,U,2025-06-15 02:40:00,한방병원,,,한방병원,14,17,39,2928.96,,,,,,0,0,,,0,,시도
74,병원,01_01_01_P,6470000,202564700002000003,2025-04-15,,01,영업/정상,1,정상,,,,,0544637575,2928.96,,경상북도 구미시 공단동  199번지 1호 1호,경상북도 구미시 1공단로7길 86-15 (공단동),,든든한방병원,2025-06-12 15:44:13,U,2025-06-15 02:40:00,한방병원,,,한의사,14,18,40,2928.96,,,,,,0,0,,,0,,시도
75,병원,01_01_01_P,4040000,PHMA220254040023021200001,2025-04-08,,01,영업/정상,13,영업중,,,,,02-486-7575,1578.6,,경기도 하남시 감이동 511-3,"경기도 하남시 감일백제로 175, 펜타스퀘어감일 114~116, 4층전체, 505~510, 6층전체호 (감이동)",13003,새솔어린이병원,2025-09-08 08:05:24,U,2025-09-10 02:40:00,병원,,,병원,29,37,56,1578.6,114 113 111 101,"내과, 소아청소년과, 이비인후과, 피부과",,,,0,0,,,0,,시군구
76,병원,01_01_01_P,3910000,PHMA220253910168021200001,2025-04-08,,01,영업/정상,13,영업중,,,,,031-657-7575,2344.44,,,"경기도 평택시 서동대로 3708, 2~4층 (합정동)",17877,서울대본병원,2025-10-27 10:15:55,U,2025-10-29 02:40:00,병원,,,병원,32,17,61,2344.44,105 106 109 116 119,"정형외과, 신경외과, 마취통증의학과, 영상의학과, 진단검사의학과",,,,0,0,,,0,,시군구
77,병원,01_01_01_P,5310000,PHMA220255310029021200001,2025-04-03,,01,영업/정상,13,영업중,,,,,055-743-0008,3197.21,,경상남도 진주시 상대동 292-21 한보프라자,"경상남도 진주시 동진로 111, 한보프라자 1층(101호,108호),7-9층 (상대동)",52787,강남병원,2025-04-14 13:20:52,U,2025-04-16 02:40:00,병원,300444.706915786    ,187274.065350368    ,병원,13,31,100,3197.21,116 106 105 101,"내과, 정형외과, 신경외과, 영상의학과",,,,0,0,,,0,,시군구
78,병원,01_01_01_P,4671000,PHMA220254671044021200001,2025-03-28,,01,영업/정상,13,영업중,,,,,063-465-1075,2087.56,,,"전북특별자치도 군산시 계산로 55-0 (지곡동,307호,308호,4층)",54106,에이엠(AM)한방병원,2025-10-25 10:10:35,U,2025-10-27 02:40:00,한방병원,,,한방병원,19,26,71,2087.56,308 307 306 305 304 303 302 301 122 109 101,"내과, 마취통증의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시도
79,병원,01_01_01_P,3700000,PHMA220253700018021200002,2025-03-28,,01,영업/정상,13,영업중,,,,,052-700-5200,2902.02,,울산광역시 남구 신정동 1874 동문아뮤티,"울산광역시 남구 번영로 195, 2층,3(일부)층 (신정동, 동문아뮤티)",44687,울산365재활의학과병원,2025-10-28 15:27:37,U,2025-10-30 02:40:00,병원,410807.153000828    ,229455.010943935    ,병원,40,21,79,2902.02,120,재활의학과,,,,0,0,,,0,,시군구
80,병원,01_01_01_P,3420000,PHMA220253420023021200001,2025-03-24,,01,영업/정상,13,영업중,,,,,053-954-8888,1252.11,,대구광역시 동구 신암동 820-6 이엠이빌딩,"대구광역시 동구 신암로 121, 이엠이빌딩 1~4층 (신암동)",41200,대구 시원한방병원,2025-10-30 18:05:57,U,2025-11-01 02:40:00,한방병원,345540.125850403    ,265731.555971443    ,한방병원,14,19,45,1252.11,308 307 306 305 304 303 302 301 101,"내과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
81,병원,01_01_01_P,3560000,PHMA220253560021021200001,2025-03-20,,01,영업/정상,13,영업중,,,,,1600-8549,3104.13,,인천광역시 서구 가정동 0 8~10층,"인천광역시 서구 염곡로464번길 24, 8~10층 (가정동)",22883,바로서구병원,2025-07-07 17:27:34,U,2025-07-09 02:40:00,병원,,,병원,25,19,67,3104.13,122 116 109 106 105 102 101,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",,,,0,0,,,0,,시군구
82,병원,01_01_01_P,4050000,PHMA220254050147021200002,2025-03-06,,01,영업/정상,13,영업중,,,,,031-337-2585,4999.86,,,경기도 용인시 처인구 모현읍 포은대로1139번길 14,16884,승일희망요양병원,2025-09-02 08:47:45,U,2025-09-04 02:40:00,요양병원(일반요양병원),,,요양병원(일반요양병원),17,15,51,4999.86,120 122 301,"재활의학과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구
83,병원,01_01_01_P,3000000,PHMA220253000034021200001,2025-02-28,,01,영업/정상,13,영업중,,,,,1899-5868,4524.55,,서울특별시 종로구 원남동 177-1,"서울특별시 종로구 율곡로 164, 지하1,2층,1층일부,2~8층 (원남동)",03136,포레스트병원,2025-04-28 17:28:45,U,2025-04-30 02:40:00,병원,199642.716240024    ,452606.614384676    ,병원,42,36,92,4524.55,103 301 101 102 120 109,"내과, 신경과, 정신건강의학과, 마취통증의학과, 재활의학과, 한방내과",,,,0,0,,,0,,시군구
84,병원,01_01_01_P,3520000,PHMA220253520019021200001,2025-02-25,,01,영업/정상,13,영업중,,,,,032-423-1075,3568.2,,인천광역시 연수구 옥련동 186 명신빌딩,"인천광역시 연수구 옥련로 29, 명신빌딩 1층일부,2층~7층 (옥련동)",21955,명신더블유한방병원,2025-03-13 11:16:11,U,2025-03-15 02:40:00,한방병원,168307.540670531    ,436222.369577351    ,한방병원,1,33,54,3568.2,308 307 306 305 304 303 302 301 110,"산부인과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
85,병원,01_01_01_P,5350000,PHMA220255350356021200001,2025-02-24,,01,영업/정상,13,영업중,,,,,055-334-1004,1006.56,,경상남도 김해시 율하동 1339-3,"경상남도 김해시 율하3로 29, 401호, 501호, 601호 (율하동)",51019,율하리틀병원,2025-02-24 17:48:23,I,2025-02-26 00:10:37,병원,365116.611006005    ,187267.681227753    ,병원,15,16,32,1006.56,122 114 113 111 105 104 101,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 가정의학과",,,,0,0,,,0,,시군구
86,병원,01_01_01_P,3910000,PHMA220253910165021200001,2025-02-21,,01,영업/정상,13,영업중,,,,,031-662-2228,367.23,,경기도 평택시 고덕동 1973-9 우성고덕타워,"경기도 평택시 고덕국제대로 94, 우성고덕타워 8층 805호~808호 (고덕동)",18014,365래온치과병원,2025-09-16 13:06:05,U,2025-09-18 02:40:00,치과병원,203860.641420828    ,393732.509441493    ,치과병원,5,0,0,367.23,412 411 408 407 406 405 404 403,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과, 통합치의학과",,,,0,0,,,0,,시군구
